名称,经度,纬度,类别,地址,POI类型,评分,人均消费
心动娃娃屋,126.317406,45.373834,景点,奥运新城4栋1号门市,体育休闲服务;娱乐场所;娱乐场所,4.0,[]
双城状元湖冰雪欢乐谷,126.337082,45.362135,景点,东环城南路承旭公园内(南侧),体育休闲服务;休闲场所;游乐场,3.3,[]
考拉大冒险儿童主题乐园(宾县店),127.465246,45.745529,景点,小全优选超市内,体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.8,57.00
超级玩仔家庭娱乐中心(金融大厦店),126.318903,45.369124,景点,隆化街金融大厦1层2-1号商服4006,体育休闲服务;休闲场所;休闲场所,3.3,[]
二龙山萌宠游乐园,127.397789,45.728794,景点,[],体育休闲服务;休闲场所;游乐场|风景名胜;风景名胜相关;旅游景点,3.3,[]
东山游乐区,127.419601,45.723484,景点,[],风景名胜;风景名胜相关;旅游景点,3.3,[]
梦幻城堡儿童乐园,127.398780,46.085568,景点,拥政路与吉东路交叉口西40米,体育休闲服务;休闲场所;游乐场,3.7,33.00
哈尔滨格林水世界-碰碰车,127.375444,45.520299,景点,吉兴林场施业区金龙山国际旅游度假区内,风景名胜;风景名胜相关;旅游景点,2.6,[]
摇头飞椅,127.410463,45.725766,景点,同哈公路二龙山风景区二龙山风景区内,风景名胜;风景名胜相关;旅游景点,1.9,[]
珍珠岛,127.421935,45.731348,景点,[],体育休闲服务;休闲场所;游乐场,3.4,[]
嘻洋洋造物坊,127.476075,45.756875,景点,城隍西路与大千路交叉口西220米,体育休闲服务;休闲场所;游乐场,3.6,[]
迪士尼儿童乐园(金街店),128.047715,45.946392,景点,建设小区西北门东140米,体育休闲服务;休闲场所;游乐场,3.9,90.00
欢乐堡儿童乐园,128.770950,45.986660,景点,通河镇金港湾大酒店对面百佳得斜对面,体育休闲服务;休闲场所;游乐场,4.1,32.00
迪乐尼儿童乐园(泓霖观天下店),127.156430,44.928551,景点,泓霖观天下A栋商服,体育休闲服务;休闲场所;游乐场,4.2,80.00
淘杰克淘矿乐园(腾飞商厦店),127.983761,45.212945,景点,腾飞大街162号腾飞商厦F2层,购物服务;专卖店;专营店,2.9,[]
阳光冰雪游乐园(暂停开放),128.460406,44.781509,景点,亚布力滑雪旅游度假区阳光度假村,风景名胜;风景名胜相关;旅游景点,4.0,[]
爱尔沃德亲子益智乐园,127.160639,44.936206,景点,福汇街与银河路交叉口北460米,体育休闲服务;休闲场所;游乐场,4.0,65.00
乐淘淘儿童主题乐园,127.983812,45.213066,景点,腾飞大街162号腾飞商厦F3层,体育休闲服务;休闲场所;游乐场,3.3,26.00
斯派克亲子乐园(天晶家园店),129.563351,46.332591,景点,通江路137号天晶家园,体育休闲服务;休闲场所;游乐场,3.4,68.00
五常市企小鹅亲子游乐场,127.100759,44.943818,景点,安家镇铁西村月牙泡屯,体育休闲服务;休闲场所;游乐场,4.3,[]
亚布力青山雪上乐园,128.499725,44.792525,景点,望山度假酒店西南侧,体育休闲服务;休闲场所;水上活动中心,4.5,[]
旸旸淘气堡,128.751161,45.977595,景点,飞龙街与隆达山大街交叉口西南40米,体育休闲服务;休闲场所;游乐场,3.9,47.00
迪乐尼儿童智慧乐园淘气堡(中央财富广场店),127.970635,45.215482,景点,尚志镇双桥广场1号楼17门市,体育休闲服务;休闲场所;游乐场,3.6,29.00
羊羊羊儿童乐园,128.388817,44.941458,景点,苇河林业局瀚海商厦一楼,体育休闲服务;体育休闲服务场所;体育休闲服务场所,2.8,32.00
金宝贝儿童乐园,128.834628,45.841210,景点,同安路侨城购物中心华辰超市三楼,体育休闲服务;休闲场所;休闲场所,3.4,[]
雪谷石门山游乐场,128.058534,44.445738,景点,[],体育休闲服务;休闲场所;游乐场,3.4,[]
冰花雪月游乐园有限公司,128.023059,45.205588,景点,尚志镇红旗村,体育休闲服务;休闲场所;游乐场,[],[]
米果儿童乐园,128.617775,44.931125,景点,亚布力林业局田丰家园二期综合楼一楼,体育休闲服务;休闲场所;游乐场,3.6,23.00
小青蛙儿童乐园(腾飞商厦店),127.985215,45.212811,景点,腾飞大街162号腾飞商厦,体育休闲服务;休闲场所;游乐场,3.5,[]
淘乐比亲子游乐馆,128.829826,45.835282,景点,龙寓生活汇二楼,体育休闲服务;休闲场所;游乐场,3.3,[]
荡秋千,128.024732,44.669498,景点,红豆杉景区红豆杉游乐场,风景名胜;风景名胜相关;旅游景点,3.2,[]
童话雪谷,128.132468,44.391435,景点,山河屯林业局东升委1组238号,风景名胜;风景名胜;风景名胜,3.6,[]
淘气包儿童乐园,128.839995,45.838480,景点,存水巷23号,体育休闲服务;休闲场所;游乐场,3.4,23.00
贝贝城主题乐园,129.563475,46.321375,景点,通江路553号亿达广场,体育休闲服务;休闲场所;游乐场,3.2,[]
淘气堡(商业路店),129.251184,46.006801,景点,新时代购物广场(商业路店),体育休闲服务;休闲场所;游乐场,3.3,18.00
百科乐园,128.330185,45.452847,景点,西同庆街与连庆胡同交叉口东南40米,风景名胜;风景名胜相关;旅游景点,2.8,[]
森林宝贝,127.965575,45.217125,景点,北二道街与一曼路交叉口西60米,体育休闲服务;休闲场所;游乐场,2.4,[]
亚布力亚雪乐园,128.606262,44.929434,景点,明礼街与和平路交叉口西南180米,体育休闲服务;休闲场所;游乐场,2.8,[]
亚布力儿童乐园,128.515481,44.824814,景点,亚布力哈雪谷旅游度假村(寒酥庄园)西北侧90米,体育休闲服务;休闲场所;休闲场所,3.2,[]
亲子滑雪乐园,128.495475,44.798375,景点,雪域路与雪山路交叉口东北340米,体育休闲服务;休闲场所;休闲场所,2.0,[]
哈尔滨巴彦大顶山温泉,127.242000,46.013497,景点,大顶子山北方三亚湾温泉水世界东侧100米,生活服务;洗浴推拿场所;洗浴推拿场所,4.2,[]
遇见汤泉,126.549897,45.720266,景点,群力第七大道B45栋-2层01,生活服务;洗浴推拿场所;洗浴推拿场所,4.8,115.00
哈尔滨枫叶小镇温泉度假酒店,126.467207,45.825814,景点,智谷三街5555号,住宿服务;住宿服务相关;住宿服务相关,4.7,[]
滨果汤泉空间,126.603661,45.763869,景点,爱建南路与锦园路交叉口西南20米,生活服务;洗浴推拿场所;洗浴推拿场所,4.7,173.00
悦溪棠温泉洗浴,126.586281,45.705044,景点,哈西街道西宁北路101号,生活服务;生活服务场所;生活服务场所,4.7,47.00
禧沐汤泉,126.541838,45.712868,景点,群力家园C区滇池东路1372号,生活服务;洗浴推拿场所;洗浴推拿场所,4.7,149.00
哈尔滨大江户汤池(群力店),126.569519,45.733965,景点,金江路676号,生活服务;洗浴推拿场所;洗浴推拿场所|体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.6,71.00
银河欢乐世界温泉洗浴,126.497076,45.800211,景点,世茂大道83号,生活服务;洗浴推拿场所;洗浴推拿场所,4.7,57.00
美丽岛水世界,126.933836,45.678654,景点,[],体育休闲服务;度假疗养场所;度假村,4.3,[]
英杰温泉,127.353929,45.661265,景点,英杰村英杰风景区英杰温泉酒店1层,生活服务;洗浴推拿场所;洗浴推拿场所,4.3,[]
浴玺湾温泉水汇,126.639959,45.568265,景点,哈南十五路、哈南第八大道公共绿地、项目用地界线围合区域103室,生活服务;洗浴推拿场所;洗浴推拿场所|住宿服务;宾馆酒店;宾馆酒店,4.7,[]
汤沐河温泉生活馆(长安城南区店),126.705547,45.773520,景点,南直路357号(近泰富长安城),生活服务;洗浴推拿场所;洗浴推拿场所,4.6,[]
云尚汤泉洗浴会馆,126.604778,45.749268,景点,建议街1号-3层,生活服务;洗浴推拿场所;洗浴推拿场所,4.7,97.00
哈尔滨如景航运江景酒店(松花江中华巴洛克街区地铁站店),126.640079,45.790436,景点,江畔路19号(满汉楼江畔店旁),住宿服务;宾馆酒店;宾馆酒店,4.4,[]
亚布力森林温泉酒店,128.485175,44.793452,景点,金牌大道亚布力南站旁,住宿服务;宾馆酒店;五星级宾馆,4.5,[]
澜悦汇·养生沐浴,126.677659,45.765108,景点,先锋路328号,餐饮服务;中餐厅;中餐厅,4.5,115.00
君沐禧momo汤水汇·宾馆,126.648688,45.822653,景点,浦源路黑龙江科技大学旁,住宿服务;宾馆酒店;宾馆酒店,4.2,[]
大顶子山温泉度假村,127.240596,46.012568,景点,田堡村杭电枢纽杭电路1号,体育休闲服务;度假疗养场所;度假村|体育休闲服务;娱乐场所;娱乐场所|风景名胜;风景名胜相关;旅游景点,4.3,106.00
北国温泉小镇,127.177299,44.949417,景点,G1211吉黑高速东50米,商务住宅;住宅区;住宅区,4.2,[]
青水台养生汤泉洗浴,126.520995,45.827308,景点,欧美亚阳光家园BH28号楼3号商服,生活服务;洗浴推拿场所;洗浴推拿场所,4.6,[]
香水足浴馆(南岗花园街店),126.655687,45.765105,景点,辽阳街45号宜园小区,生活服务;洗浴推拿场所;洗浴推拿场所,4.5,91.00
哈尔滨太平湖温泉旅游度假酒店,126.306293,45.637966,景点,飞达路与环湖北路交汇处西南300米,住宿服务;宾馆酒店;宾馆酒店,3.8,[]
亚布力良栖青云民宿,128.506864,44.754010,景点,亚布力青云小镇东三街,住宿服务;旅馆招待所;旅馆招待所,4.8,[]
哈尔滨美丽岛温泉度假酒店,126.935275,45.678501,景点,美丽岛温泉水乐园南门西北处50米,住宿服务;住宿服务相关;住宿服务相关,4.1,[]
亚布力亚布洛尼酒店,128.449490,44.781646,景点,亚布力滑雪旅游度假区阳光度假村阳光大街8号,住宿服务;宾馆酒店;宾馆酒店,4.4,[]
哈尔滨水沐城市温泉度假酒店,126.966067,45.529661,景点,金澜路,住宿服务;住宿服务相关;住宿服务相关,4.3,[]
花筑·栖禧民宿(雪谷风景区店),128.124691,44.397248,景点,山河屯林业局东升委1组31号,住宿服务;旅馆招待所;旅馆招待所,4.8,[]
亚布力雲枫酒店,128.483902,44.788935,景点,金牌大道108号,住宿服务;宾馆酒店;宾馆酒店,4.4,[]
枫叶小镇温泉酒店·宴会厅,126.467084,45.825019,景点,智谷三街5555号,餐饮服务;餐饮相关场所;餐饮相关,4.4,166.00
亚布力芳源李·1897民宿,128.503328,44.750981,景点,青云小镇西14街1号,住宿服务;旅馆招待所;旅馆招待所,4.8,[]
哈尔滨拾光海岸温泉商务酒店(海豚堡水乐园店),126.758298,45.774120,景点,先锋路2号,餐饮服务;中餐厅;中餐厅,4.5,[]
水沐城市温泉,126.965705,45.529592,景点,金澜路与长安路交叉口西北180米,生活服务;洗浴推拿场所;洗浴推拿场所,4.4,44.00
亚布力温泉国际度假中心,128.508196,44.757385,景点,青云小镇内,住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;度假疗养场所;度假村,4.3,[]
亚布力温泉滑雪度假酒店,128.491921,44.795526,景点,青山村165号,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
亚布力森林温泉,128.485658,44.792929,景点,驴充充汽车充电站(亚布力森林温泉酒店)西侧80米,生活服务;生活服务场所;生活服务场所,4.2,[]
酥寒漫境民宿(亚布力滑雪场度假区店),128.504575,44.794675,景点,亚布力镇雪乡路晶一晶雪服店东北100米,住宿服务;住宿服务相关;住宿服务相关,4.4,[]
亚布力壹号别院民宿,128.621798,44.932548,景点,亚布力镇护林街与绥满公路交叉路口东南约70米,住宿服务;旅馆招待所;旅馆招待所,4.9,[]
寒酥庄园酒店(亚布力滑雪旅游度假区),128.515175,44.825075,景点,亚布力滑雪旅游度假区亚雪公路珍奇动物科技示范园东南方向30米,住宿服务;住宿服务相关;住宿服务相关,4.9,[]
亚布力美居滑雪温泉度假别墅,128.504358,44.755960,景点,西四街与沿河路交叉路口往东南约50米,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
亚布力梵山雪麓民宿,128.504625,44.794625,景点,亚布力镇青山村亚布力晶一晶雪服店东北100米,住宿服务;住宿服务相关;住宿服务相关,4.9,[]
英杰温泉酒店,127.349173,45.661834,景点,英杰乡友联村杨家屯,住宿服务;宾馆酒店;四星级宾馆,3.7,[]
碧海云天商务会馆(太平路),127.403426,46.083260,景点,碧海云天广场前,住宿服务;宾馆酒店;宾馆酒店,4.2,[]
琪瑞酒店(哈尔滨太平国际机场店),126.280376,45.633397,景点,立功村,住宿服务;宾馆酒店;宾馆酒店,4.8,[]
亚布力青年雪鼎山庄,128.488157,44.789857,景点,尚志亚布力滑雪场旅游度假区金牌大道85号,住宿服务;住宿服务相关;住宿服务相关,4.9,[]
亚布力富丽山居民宿,128.481024,44.784097,景点,亚布力金牌大道亚雪旅游集团西北100米,住宿服务;旅馆招待所;旅馆招待所,4.8,[]
雪韵假日精选酒店(亚布力滑雪旅游度假区店),128.482775,44.789575,景点,亚布力镇金牌大道84号,住宿服务;宾馆酒店;宾馆酒店,4.3,[]
亚布力听雪小筑滑雪温泉度假别墅,128.504018,44.751764,景点,青云小镇西十一街1号,住宿服务;旅馆招待所;旅馆招待所,4.6,[]
亚布力·沁园春lce and Snow World·轻奢别墅(亚布力南站店),128.504098,44.796135,景点,亚布力镇大青山村雪山路8号,住宿服务;宾馆酒店;宾馆酒店,4.9,[]
亚布力北方有雪民宿(亚布力滑雪旅游度假区店),128.496374,44.796630,景点,亚布力滑雪旅游度假区青山村雪山路105号,住宿服务;旅馆招待所;旅馆招待所,4.6,[]
亚布力滑雪场温泉滑雪度假山庄,128.488261,44.790686,景点,亚雪酒店(亚布力滑雪旅游度假区店)西北侧130米,体育休闲服务;度假疗养场所;度假村,4.0,127.00
亚布力滑雪温泉森林别墅,128.506125,44.756625,景点,亚布力滑雪场青云小镇西五街四栋,住宿服务;住宿服务相关;住宿服务相关,5.0,[]
野有故里设计师民宿,128.505011,44.754488,景点,亚布力滑雪场青云小镇A区,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
花筑·西柚度假民宿(哈尔滨冰雪大世界店),126.582384,45.820457,景点,龙江第一村525栋1号,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
尚岛酒店(哈尔滨机场路店),126.461011,45.656724,景点,机场路855号,住宿服务;住宿服务相关;住宿服务相关,3.9,[]
哈尔滨太平国际机场银轩温泉酒店,126.307077,45.639220,景点,飞达路与环湖北路交汇处西南300米,住宿服务;宾馆酒店;宾馆酒店,3.8,[]
亚布力玖间度假别墅(滑雪旅游度假区店),128.503439,44.760439,景点,亚布力青云小镇西二街与沿河路交叉口西30米路南,住宿服务;住宿服务相关;住宿服务相关,4.9,[]
奕海客情民宿(亚布力滑雪旅游度假区店),128.502609,44.752717,景点,亚布力镇锅盔山景区综合服务中心西南方400米,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
戏水乐园温泉水汇,126.496934,45.800153,景点,世茂大道与丰源街交叉口东北100米,体育休闲服务;休闲场所;休闲场所|生活服务;生活服务场所;生活服务场所,4.1,153.00
亚布力缘雪阁滑雪温泉度假别墅,128.503123,44.760482,景点,亚布力旅游度假区青云小镇西二道街119号,住宿服务;住宿服务相关;住宿服务相关,4.3,[]
亚布力友所居温泉民宿,128.506821,44.756674,景点,森林公园派出所南150米,住宿服务;住宿服务相关;住宿服务相关,4.8,[]
五龙源,126.495095,45.512168,景点,新兴街道昆仑路五龙源,风景名胜;公园广场;公园,3.7,[]
亚布力九号别墅(亚布力滑雪旅游度假区店),128.508355,44.754277,景点,亚布力青云小镇沁雪木屋饺子馆东北200米,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
亚布力滑雪场雪鼎山庄,128.517282,44.826773,景点,亚布力滑雪场旅游度假区金牌大道85号,住宿服务;住宿服务相关;住宿服务相关,4.4,[]
五常凤山水沐温泉酒店,127.164997,44.915998,景点,新华家园3号楼(新华书店西胡同),住宿服务;宾馆酒店;宾馆酒店,4.0,[]
亚布力雪龙度假山庄,128.499153,44.795768,景点,亚布力滑雪旅游度假区大青山村98号,体育休闲服务;度假疗养场所;度假疗养场所,4.3,[]
亚布力付家大院酒店,128.494808,44.796269,景点,亚布力镇大青山村91号,住宿服务;住宿服务相关;住宿服务相关,4.3,[]
常林湾温泉水汇,126.860125,45.233575,景点,拉林镇西黄村西门外屯常林湾温泉酒店,生活服务;洗浴推拿场所;洗浴推拿场所,4.3,[]
依兰富都温泉酒店,129.561473,46.314090,景点,四街七委农发行北侧约100米,住宿服务;宾馆酒店;宾馆酒店,3.7,[]
云鼎宾馆,128.483939,44.788817,景点,金牌大道亚布力滑雪场内(国家森林公园医院南500米),住宿服务;宾馆酒店;三星级宾馆,4.3,[]
焕妍社,126.606959,45.768972,景点,工懋街39号,生活服务;美容美发店;美容美发店,4.0,[]
墅云居·Travel休闲度假民宿(亚布力滑雪旅游度假区店),128.506761,44.756570,景点,青云小镇青云路好灶头铁锅炖东北50米处,住宿服务;旅馆招待所;旅馆招待所,4.9,[]
亚布力.雅舍360度全视野雪景Valley滑雪温泉美宿(青云小镇店),128.504850,44.753613,景点,青云路与东四街交叉口西北20米,住宿服务;旅馆招待所;旅馆招待所,4.1,[]
亚布力特色农家院,128.507562,44.795444,景点,亚雪公路与雪青公路交叉口西北60米,住宿服务;住宿服务相关;住宿服务相关,4.1,[]
亚布力青云小镇清雅轩民宿,128.506325,44.755649,景点,青云路与东二街交叉口东南20米,住宿服务;旅馆招待所;旅馆招待所,4.7,[]
亚布力元茂屯民俗温泉民宿(亚布力滑雪旅游度假区店),128.483380,44.790059,景点,亚布力林业局金牌大道84号,体育休闲服务;度假疗养场所;度假村|住宿服务;住宿服务相关;住宿服务相关,4.1,[]
亚布力君悦度假酒店,128.506922,44.759647,景点,青云路46号,住宿服务;宾馆酒店;宾馆酒店,4.0,[]
木兰鑫温泉洗浴宾馆,128.038760,45.950057,景点,民主二道街教委东100米,住宿服务;旅馆招待所;旅馆招待所|生活服务;洗浴推拿场所;洗浴推拿场所,[],[]
福尔阳光温泉会馆,126.963604,45.546088,景点,平安小区小区6号楼5门市,生活服务;洗浴推拿场所;洗浴推拿场所,3.5,117.00
英杰温泉小镇清风民宿,127.353525,45.657375,景点,英杰温泉小镇十七号别墅清风民宿,住宿服务;旅馆招待所;旅馆招待所,4.4,[]
温泉洗浴(平安大街店),127.485086,46.357402,景点,平安大街与中心大街交叉口西120米,生活服务;洗浴推拿场所;洗浴推拿场所,3.9,[]
哈尔滨亚布力青云小镇别墅,128.506015,44.756295,景点,亚布力青云小镇C区15号,住宿服务;旅馆招待所;旅馆招待所|风景名胜;风景名胜相关;旅游景点,3.8,[]
百强水上乐园温泉水汇,126.757025,45.775091,景点,先锋路与板材路交叉口西120米,体育休闲服务;休闲场所;游乐场,3.8,[]
御泉谷温泉度假酒店,126.911456,45.668603,景点,伏尔加支路888号(新农村二组),住宿服务;住宿服务相关;住宿服务相关,4.3,[]
名仕桑拿泳池温泉设备,126.644125,45.780225,景点,太古街637号,公司企业;公司;公司|购物服务;专卖店;专营店,4.2,[]
金泽寒地温泉小镇,128.056450,44.449795,景点,雪谷长青景区西北方800米,住宿服务;宾馆酒店;宾馆酒店,4.2,[]
雪谷李姐温泉酒店,128.126254,44.396328,景点,雪谷兄弟缘客栈附近(瑞丰宾馆北50米),住宿服务;住宿服务相关;住宿服务相关,4.7,[]
隐居别院民宿(亚布力滑雪旅游度假区店),128.495825,44.796425,景点,亚布力南站东北方700米,住宿服务;旅馆招待所;旅馆招待所,4.2,[]
沐雪山舍·Comfortable自然生活·亲子休闲度假民宿(亚布力滑雪旅游度假区店),128.507524,44.753806,景点,青云新区五区锅炉房北12号,住宿服务;旅馆招待所;旅馆招待所,4.6,[]
福尔阳光温泉会馆(阿城区分店),126.967620,45.531292,景点,审计局家属楼东门西160米,生活服务;洗浴推拿场所;洗浴推拿场所,2.0,90.00
英杰温泉小镇清风民宿(十五号别墅),127.353625,45.657475,景点,九天池酒店(英杰风景区店)东侧110米,住宿服务;旅馆招待所;旅馆招待所,4.5,[]
亚布力滑雪场木屋森林温泉别墅,128.491780,44.790849,景点,亚布力滑雪场78号,住宿服务;宾馆酒店;宾馆酒店,3.9,[]
北国春温泉旅游度假山庄,128.500503,44.796460,景点,亚布力镇雪山路青山村卫生所斜对面(距离亚布力滑雪场300米),住宿服务;宾馆酒店;宾馆酒店,[],[]
美丽岛温泉水乐园售票处,126.935208,45.678454,景点,美丽岛温泉度假酒店西南侧,生活服务;售票处;公园景点售票处,[],[]
亚布力刘家院滑雪温泉度假别墅,128.505759,44.753446,景点,青云小镇A区28号,住宿服务;住宿服务相关;住宿服务相关,4.1,[]
嘉毅客栈(中国雪谷风景区店),128.129358,44.392284,景点,山河屯林业局东升林场(大河身经营所),住宿服务;住宿服务相关;住宿服务相关,4.9,[]
哈尔滨华清池酒店,126.590317,45.742100,景点,康安路108号(河山街地铁站1号口步行410米),住宿服务;宾馆酒店;宾馆酒店,2.6,[]
佰源民宿酒店(东北虎林园店),126.609583,45.826017,景点,东北亚大街1738号广信新城小区BS-4号楼1号商服2层3层,住宿服务;旅馆招待所;旅馆招待所,4.8,[]
LORI雅致民宿(哈尔滨西站店),126.587484,45.698820,景点,哈西大街万达华宅f1栋2单元3002,住宿服务;住宿服务相关;住宿服务相关,4.5,[]
39号洗浴搓澡馆,126.641712,45.846276,景点,松浦大道3299号华美太古广场s39号,生活服务;洗浴推拿场所;洗浴推拿场所,4.4,52.00
亚布力程悠悠滑雪度假别墅,128.504818,44.754584,景点,亚布力滑雪旅游度假区青云小镇1区9号别墅,住宿服务;住宿服务相关;住宿服务相关,4.1,[]
清肤泉温泉会馆,127.212369,44.711514,景点,山河大街与奋斗路交叉口东320米,生活服务;美容美发店;美容美发店,3.4,[]
春上汤泉,126.659175,45.730553,景点,和祥路134号,生活服务;洗浴推拿场所;洗浴推拿场所,4.7,65.00
清肤泉水疗会馆,126.598742,45.987638,景点,顺南花园小区东区B栋、C栋西门北210米,生活服务;生活服务场所;生活服务场所,3.8,[]
浴来浴好洗浴汗蒸馆,126.697737,45.747433,景点,龙珅花园闽江小区(南区)闽江路192号-2号,生活服务;洗浴推拿场所;洗浴推拿场所,4.2,56.00
秋果温泉旅游度假别墅(亚布力滑雪场店),128.504775,44.756275,景点,西四街与青云路交叉口西120米,住宿服务;宾馆酒店;宾馆酒店,[],[]
雪山温泉,128.482565,44.788795,景点,亚布力元茂屯民俗温泉度假村西南侧150米,生活服务;洗浴推拿场所;洗浴推拿场所,3.9,[]
凤山水沐温泉洗浴(新华嘉园店),127.164992,44.916289,景点,雅臣路与建设大街交叉口东南120米,生活服务;洗浴推拿场所;洗浴推拿场所,4.3,38.00
常林湾温泉酒店,126.859961,45.233631,景点,拉林镇西黄村西门外屯,住宿服务;宾馆酒店;宾馆酒店,[],[]
鸿博汤泉洗浴,127.226475,44.712675,景点,凤凰大道与山河大街交叉口西北40米,生活服务;洗浴推拿场所;洗浴推拿场所,3.9,79.00
XZATQQP云栖民宿(哈尔滨西站店),126.594286,45.701299,景点,哈尔滨万达公寓(中兴大道219号),住宿服务;住宿服务相关;住宿服务相关,[],[]
御泉谷国际温泉度假区售票处,126.909661,45.667662,景点,御泉谷国际温泉度假区,生活服务;售票处;公园景点售票处,[],[]
静思泉,127.239839,46.013819,景点,通江路(哈尔滨市大顶子山欢乐水世界)大顶子山温泉旅游区,风景名胜;风景名胜;风景名胜,2.4,[]
财富温泉假日酒店,128.329646,45.452551,景点,西同庆街65号,住宿服务;宾馆酒店;宾馆酒店,[],[]
逍遥泉,127.240196,46.013881,景点,通江路(哈尔滨市大顶子山欢乐水世界)大顶子山温泉旅游区大顶子山北方三亚湾温泉水世界,风景名胜;风景名胜相关;旅游景点,2.6,[]
潮泉谷,126.911674,45.668627,景点,御泉谷国际温泉度假区东北侧180米,体育休闲服务;休闲场所;休闲场所,2.5,[]
踏雪泉,127.239945,46.012831,景点,通江路(哈尔滨市大顶子山欢乐水世界)大顶子山温泉旅游区大顶子山北方三亚湾温泉水世界大顶子山原汤池,风景名胜;风景名胜相关;旅游景点,2.6,[]
温泉假日酒店,128.040181,45.949896,景点,民主二道街与中心路交叉口西20米,住宿服务;宾馆酒店;宾馆酒店,[],[]
亚布力雪场北国春温泉度假山庄,128.502472,44.794154,景点,亚布力镇青山村退役军人服务站西南侧110米,住宿服务;宾馆酒店;宾馆酒店,4.0,[]
不绝泉,127.472101,45.393904,景点,吉兴林场施业区金龙山国际旅游度假区内,风景名胜;风景名胜相关;旅游景点,3.1,[]
哈尔滨汤合宫温泉度假酒店,126.530877,45.841094,景点,G10绥满高速入口与G10绥满高速交叉口南260米,住宿服务;宾馆酒店;宾馆酒店,[],[]
哈尔滨亚布力滑雪温泉度假别墅,128.507391,44.794041,景点,亚布力滑雪旅游度假区青云小镇98号,商务住宅;住宅区;别墅,[],[]
雪谷金泽温泉民宿(山河屯林业局店),128.062725,44.445425,景点,雪谷洪波客栈东侧,住宿服务;住宿服务相关;住宿服务相关,[],[]
御泉谷熙琳温泉度假公寓,126.911475,45.668625,景点,御泉谷国际温泉度假区东北侧170米,住宿服务;宾馆酒店;宾馆酒店,[],[]
哈尔滨澜亭悦温泉酒店有限公司,126.559625,45.710375,景点,城乡路与伽倻大街交叉口东220米,住宿服务;宾馆酒店;宾馆酒店,[],[]
人参池,127.240166,46.013181,景点,通江路(哈尔滨市大顶子山欢乐水世界)大顶子山温泉旅游区大顶子山北方三亚湾温泉水世界,风景名胜;风景名胜相关;旅游景点,2.4,[]
大顶子山温泉度假村售票处,127.240596,46.012568,景点,田堡村杭电枢纽杭电路1号大顶子山温泉度假村,生活服务;售票处;公园景点售票处,[],[]
藏红花池,127.240008,46.013515,景点,通江路(哈尔滨市大顶子山欢乐水世界)大顶子山温泉旅游区大顶子山北方三亚湾温泉水世界,风景名胜;风景名胜;风景名胜,2.6,[]
寿泉,127.240025,46.013209,景点,通江路(哈尔滨市大顶子山欢乐水世界)大顶子山温泉旅游区大顶子山北方三亚湾温泉水世界,风景名胜;风景名胜;风景名胜,2.0,[]
当归池,127.240158,46.012140,景点,通江路(哈尔滨市大顶子山欢乐水世界)大顶子山温泉旅游区大顶子山北方三亚湾温泉水世界,风景名胜;风景名胜;风景名胜,2.4,[]
叠翠泉,127.239883,46.013362,景点,通江路(哈尔滨市大顶子山欢乐水世界)大顶子山温泉旅游区大顶子山北方三亚湾温泉水世界大顶子山原汤池,风景名胜;风景名胜相关;旅游景点,2.4,[]
芦荟池,127.239990,46.013671,景点,通江路(哈尔滨市大顶子山欢乐水世界)大顶子山温泉旅游区大顶子山北方三亚湾温泉水世界,风景名胜;风景名胜;风景名胜,2.1,[]
Club Med地中海俱乐部亚布力度假村(暂停营业),128.451907,44.782086,景点,亚布力镇地中海俱乐部前台,体育休闲服务;度假疗养场所;度假村|住宿服务;住宿服务相关;住宿服务相关,4.0,[]
御泉谷国际温泉度假区,126.909661,45.667662,景点,新利街道伏尔加支路888号距离伏尔加庄园300米,风景名胜;风景名胜相关;旅游景点|商务住宅;商务住宅相关;商务住宅相关,4.0,[]
宾县英杰风景区,127.355495,45.657064,景点,英杰村,风景名胜;风景名胜;国家级景点,4.0,[]
北国春温泉度假山庄(亚布力滑雪旅游度假区店)(暂停营业),128.508742,44.797036,景点,青山村38号,体育休闲服务;度假疗养场所;度假村|住宿服务;住宿服务相关;住宿服务相关,4.6,[]
哈尔滨市大顶子山欢乐水世界,127.242178,46.011370,景点,杨林乡田堡村,体育休闲服务;休闲场所;水上活动中心,4.0,[]
雪韵假日精选酒店(亚布力新体委滑雪场店)(暂停营业),128.458213,44.775757,景点,金牌大道84号,住宿服务;宾馆酒店;宾馆酒店,4.3,[]
阿仂锦温泉谷(暂停营业),127.031216,45.561000,景点,哈红公路南侧,体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.4,49.00
哈尔滨溪溪里汤泉洗浴酒店(暂停营业),126.553593,45.812053,景点,松北大道57号,住宿服务;宾馆酒店;宾馆酒店,3.8,[]
晟塘温泉酒店(装修中),126.528788,45.841298,景点,万宝大道189号,住宿服务;宾馆酒店;宾馆酒店,[],[]
