source,title,season,route,liked_count,note_id
小红书,哈尔滨不累人超省钱一日游（附图文祥情）🌟,四季皆宜,圣索菲亚教堂→黑龙江省博物馆→731遗址→红专街早市,707,67124ca7000000001b0118dc
小红书,为了这1️⃣8️⃣张图 专门来了趟哈尔滨‼️,四季皆宜,中华巴洛克→黑龙江省博物馆→圣索菲亚教堂→圣阿列克谢耶夫教堂→哈尔滨天主教堂→圣伊维尔教堂→哈尔滨站→松花江大桥→松花江→中央大街→秋林公司→果戈里大街,690,69e0cea80000000023005ec3
小红书,哈尔滨三天两晚玩嗨了！巨全攻略快收好❤️,冬季,中央大街→哈尔滨站→冰雪大世界→红专街早市→圣索菲亚教堂→黑龙江省博物馆→防洪纪念塔→松花江→松花江大桥→中华巴洛克→东北虎林园→哈尔滨大剧院→太阳岛→道里菜市场→果戈里大街→师大夜市,643,694cce510000000021029aea
小红书,哈尔滨📍适合一个人闲逛的地方（43/100）,四季皆宜,松花江大桥→中央大街→松花江,623,681f4831000000002100102d
小红书,哈尔滨📍适合一个人闲逛的地方（44/100）,四季皆宜,黑龙江省博物馆→松花江,586,6821f37e000000002001debc
小红书,哈尔滨一日攻略｜玩转东方莫斯科，回来已趴,四季皆宜,中央大街→马迭尔→圣索菲亚教堂→黑龙江省博物馆→松花江→老道外→中华巴洛克→松花江大桥,584,690017ef000000000301dedf
小红书,哈尔滨本地大学生带你玩转五一！,春季,中央大街→松花江→松花江大桥,536,67f4c286000000001c0342d8
小红书,⛄️北国风光❆ ｜哈尔滨特种兵一日游路线,冬季,冰雪大世界→道里菜市场→中央大街→马迭尔→松花江→松花江大桥→中华巴洛克,530,69a82592000000001b01d873
小红书,哈尔滨人文三日游！一天一主题三天不重样！,冬季/秋季,松花江→黑龙江省博物馆→圣索菲亚教堂→中央大街→马迭尔→斯大林公园→松花江大桥→中华巴洛克→圣伊维尔教堂→哈尔滨站→圣阿列克谢耶夫教堂→哈尔滨文庙→哈尔滨极乐寺→冰雪大世界→东北虎林园→太阳岛→哈尔滨太平国际机场→哈尔滨西站,491,68da7c67000000001301ffbb
小红书,跟我走！哈尔滨贼浪漫的一条citywalk逛吃线,四季皆宜,圣索菲亚教堂→黑龙江省博物馆→哈尔滨音乐厅→马迭尔→中央大街,451,68d7b98b000000001300a04f
小红书,哈尔滨📍适合一个人闲逛的地方（32/100）,冬季,哈尔滨文庙→黑龙江省博物馆,408,678e12b3000000001800bb78
小红书,避开人群|五一来哈尔滨码住这18个机位❗,冬季/春季,松花江大桥→太阳岛→龙塔→哈尔滨文庙→黑龙江省博物馆→哈尔滨大剧院→圣索菲亚教堂→中央大街→防洪纪念塔→松花江铁路桥→中华巴洛克→731遗址→东北虎林园,386,69edd6b300000000360334e3
小红书,来哈尔滨📍请收藏这条本地人常走的龙脉路线,冬季,中央大街→中华巴洛克→哈尔滨极乐寺→秋林公司→黑龙江省博物馆,380,692a6529000000001e013265
小红书,五一哈尔滨保姆级攻略❗️能帮一个是☝️个,春季,中央大街→圣索菲亚教堂→松花江铁路桥→波塞冬海洋王国→哈尔滨大剧院→中华巴洛克→松花江,378,69edd2c3000000003502b25d
小红书,小众散步路线🚶哈尔滨也太适合citywalk啦,冬季/秋季,圣伊维尔教堂→圣索菲亚教堂→中央大街→哈尔滨音乐厅→防洪纪念塔→果戈里大街→黑龙江省博物馆→哈尔滨站,376,671053e0000000001600f46c
小红书,哈尔滨其实很适合Cityeat…,四季皆宜,黑龙江省博物馆→尼古拉教堂→哈尔滨站→中央大街→远大购物中心→秋林公司→果戈里大街→圣阿列克谢耶夫教堂→哈尔滨天主教堂,364,69ed78fc0000000023007911
小红书,五一出游|想跟你交给换一张哈尔滨的春天,春季,哈尔滨森林植物园→太阳岛→黑龙江省博物馆→老道外→兆麟公园,353,69f2c3d00000000022024d17
小红书,哈尔滨Citywalk｜别在中央大街人挤人啦！,四季皆宜,中央大街→圣索菲亚教堂,319,68de56240000000004016656
小红书,哈哈哈尔滨 你美 我来迟了,春季,中央大街→松花江→圣索菲亚教堂→道里菜市场→马迭尔,317,69f0a1740000000036001ce7
小红书,🚊哈尔滨Citywalk一日游｜好吃好玩绝绝子,四季皆宜,中央大街→防洪纪念塔→中华巴洛克→马迭尔→黑龙江省博物馆→松花江→圣索菲亚教堂,293,68b26af8000000001c0373ff
小红书,人生建议❗️去完这几个地方再离开哈尔滨❗️,春季,黑龙江省博物馆→圣索菲亚教堂→中央大街→哈尔滨极地馆→波塞冬海洋王国→太阳岛,287,69de06160000000022025cf6
小红书,哈尔滨中央大街一日citywalk‼️（不绕路,冬季/春季,中央大街→黑龙江省博物馆→哈尔滨音乐厅→秋林公司→防洪纪念塔→马迭尔,288,6989a182000000000a03006d
小红书,【哈尔滨】哈工大及周边一日游vlog,夏季/春季/秋季,黑龙江省博物馆→圣伊维尔教堂,275,669b5759000000000a02632f
小红书,哈尔滨适合春游的6个公园,冬季/春季,兆麟公园→太阳岛→果戈里大街→哈尔滨森林植物园,270,69e105ec0000000022002781
小红书,哈尔滨 citywalk 一日游详细路线,春季,中华巴洛克→松花江→松花江大桥,252,695f8dd9000000002103c60a
小红书,被J 人做的哈尔滨攻略震惊到🤯。。太省事了,冬季,道里菜市场→圣索菲亚教堂→中央大街→松花江→松花江铁路桥→中华巴洛克→红专街早市→哈尔滨音乐厅→太阳岛→雪博会→哈尔滨大剧院→东北虎林园→热雪奇迹→冰雪大世界→731遗址→秋林公司→果戈里大街→兆麟公园→冰灯游园会,1.2万,677bc9a800000000180109dd
小红书,为了这几张照片，我又特意飞哈尔滨了！,冬季,冰雪大世界→伏尔加庄园→尼古拉教堂→冰灯游园会→中央大街→圣索菲亚教堂→老道外→中华巴洛克,8114,694f3fe0000000001e00807e
小红书,人生建议去完这些地方再离开哈尔滨（附攻略,冬季,哈尔滨站→圣伊维尔教堂→圣阿列克谢耶夫教堂→伏尔加庄园→热雪奇迹→圣索菲亚教堂→东北虎林园→冰雪大世界→中央大街,6536,694e80e60000000021029ba5
小红书,📍哈尔滨3天2晚｜超详细攻略⛄️citywalk路线,冬季,圣伊维尔教堂→圣索菲亚教堂→中央大街→松花江→松花江铁路桥→中华巴洛克→冰雪大世界→太阳岛→哈尔滨站→马迭尔,5969,67962116000000002a00cba7
小红书,尔滨很美，你一定要来2.0（行程安排）,夏季,道里菜市场→中央大街→马迭尔→防洪纪念塔→松花江大桥→松花江→东北虎林园→哈尔滨大剧院→松花江湿地→太阳岛→黑龙江省博物馆→哈尔滨音乐厅→红专街早市→哈尔滨站→圣伊维尔教堂→哈尔滨天主教堂,4735,671ff53400000000240181af
小红书,哈尔滨3天2夜暴走攻略‖景点+美食拿捏❗,冬季,中央大街→松花江→中华巴洛克→731遗址→圣索菲亚教堂→斯大林公园→防洪纪念塔→东北虎林园→哈尔滨大剧院→太阳岛→冰雪大世界→黑龙江省博物馆,3924,694caf7400000000220318ab
小红书,哈尔滨冰雪季3天2晚保姆级攻略❗️懒人版,冬季,哈尔滨太平国际机场→哈尔滨站→中华巴洛克→圣索菲亚教堂→道里菜市场→中央大街→防洪纪念塔→松花江→松花江大桥→太阳岛→雪博会→哈尔滨极地馆→波塞冬海洋王国→冰雪大世界→黑龙江省博物馆→果戈里大街→龙塔→亚布力滑雪场→马迭尔,2839,6960c23d000000002103cc6e
小红书,哈尔滨主要景点旅行攻略地图,四季皆宜,黑龙江省博物馆→哈尔滨站→圣伊维尔教堂→中华巴洛克→圣索菲亚教堂→哈尔滨音乐厅→防洪纪念塔→松花江→松花江大桥,2461,68fcf29e0000000003038b5e
小红书,二刷哈尔滨，直接复制这条三天两晚省心路线！,冬季,松花江→中央大街→东北虎林园→黑龙江省博物馆→红专街早市→哈尔滨音乐厅→太阳岛→松花江大桥→圣索菲亚教堂,2412,69464aea000000001b021438
小红书,哈尔滨果然是一点就透❄️给小土豆的旅游攻略,冬季,雪乡→红专街早市→中央大街→圣索菲亚教堂→防洪纪念塔→松花江→松花江大桥→中华巴洛克→东北虎林园→太阳岛→哈尔滨大剧院→哈尔滨极地馆→冰雪大世界→道里菜市场→果戈里大街→师大夜市→黑龙江省博物馆→731遗址→亚布力滑雪场,2403,679789120000000017039d08
小红书,哈尔滨｜个人满意的路线分享（2日游📝）,冬季,冰雪大世界→圣索菲亚教堂→道里菜市场→秋林公司→中央大街→马迭尔→防洪纪念塔→松花江→松花江铁路桥→龙塔→中华巴洛克,2217,696228da000000002202fe41
小红书,第一次去哈尔滨，请直接复制这条旅行路线,冬季,中央大街→中华巴洛克→松花江→松花江大桥→兆麟公园→龙塔→伏尔加庄园→冰雪大世界→圣索菲亚教堂→马迭尔→哈尔滨大剧院,1681,694e5c16000000002203983c
小红书,三天足够了,冬季,中央大街→松花江→圣索菲亚教堂→冰雪大世界→东北虎林园→731遗址→黑龙江省博物馆→中华巴洛克,1617,678aa3dd00000000190309c8
小红书,离开前，我选这9️⃣张图作为告别哈尔滨的pyq,冬季,松花江→中央大街→马迭尔→松花江大桥→圣索菲亚教堂→中华巴洛克→圣伊维尔教堂→伏尔加庄园→冰雪大世界→老厨家,1600,698466d0000000000a028cc2
小红书,🌟哈尔滨3日慢游记（附路线攻略）,秋季,中央大街→道里菜市场→防洪纪念塔→松花江→斯大林公园→松花江大桥→马迭尔→圣索菲亚教堂→中华巴洛克→太阳岛→秋林公司→黑龙江省博物馆,1553,68b6ed46000000001d0113f6
小红书,哈尔滨小众city walk，假期几乎无人（附路线）,春季,黑龙江省博物馆→果戈里大街,1549,66361384000000001e036879
小红书,哈尔滨两天半的行程结束了，总结一下最优路,四季皆宜,中央大街→马迭尔→黑龙江省博物馆→松花江→松花江大桥→松花江铁路桥→防洪纪念塔→圣索菲亚教堂,1451,688c7e6e000000002203a979
小红书,我的哈尔滨冬日回忆录⏳（附拍照机位&攻略,冬季,圣索菲亚教堂→道里菜市场→中央大街→中华巴洛克→哈尔滨站→松花江→松花江大桥→龙塔,1403,67333cea000000003c01cd8a
小红书,高精力友好旅行｜哈尔滨春日citywalk路线,春季,松花江→松花江大桥→防洪纪念塔→松花江铁路桥,1352,69d8e782000000001a030589
小红书,刚从哈尔滨回！对我的攻略满意到不行,冬季,哈尔滨太平国际机场→中央大街→圣索菲亚教堂→松花江→伏尔加庄园→冰雪大世界,1305,678658c2000000001703db2e
小红书,夏天的哈尔滨，真的太像欧洲了💒,冬季/夏季,冰雪大世界→伏尔加庄园→中央大街→中华巴洛克→果戈里大街→哈尔滨站→圣索菲亚教堂→圣阿列克谢耶夫教堂→松花江,1256,68825e45000000001c03033d
小红书,来自哈尔滨本地人的4天3夜旅游攻略❗️必看❗️,冬季,冰雪大世界→中央大街→中华巴洛克→防洪纪念塔→圣索菲亚教堂→黑龙江省博物馆→松花江→老厨家→秋林公司,1160,6796e88e0000000018013beb
小红书,高效版‼️哈尔滨3天2晚旅游攻略（不走回头路,冬季,红专街早市→哈尔滨音乐厅→中央大街→道里菜市场→圣索菲亚教堂→黑龙江省博物馆→防洪纪念塔→松花江→松花江铁路桥→中华巴洛克→哈尔滨极地馆→太阳岛→东北虎林园→哈尔滨大剧院→冰雪大世界→哈尔滨站→果戈里大街→哈尔滨天主教堂→龙塔→亚布力滑雪场→雪乡→兆麟公园→马迭尔,1083,674d498000000000070303bb
小红书,哈尔滨❄️这2️⃣条路线，直接走进童话世界,冬季/秋季,松花江→圣伊维尔教堂→哈尔滨站→哈尔滨天主教堂→中央大街→冰雪大世界→太阳岛,1000,6915c0080000000007032c89
小红书,为了这9️⃣张图，我特意来了趟哈尔滨‼️,冬季,松花江大桥→哈尔滨站→冰雪大世界→哈尔滨大剧院→松花江→中央大街→圣索菲亚教堂→老道外→中华巴洛克→红专街早市→伏尔加庄园,924,69365d82000000001e03a3bc
小红书,哈尔滨旅游三天三夜攻略（非冬季版）,冬季,圣索菲亚教堂→道里菜市场→中央大街→马迭尔→松花江→松花江大桥→黑龙江省博物馆→中华巴洛克→731遗址→太阳岛→防洪纪念塔→果戈里大街→圣阿列克谢耶夫教堂→秋林公司→哈尔滨太平国际机场,923,683acd04000000002100fb46
小红书,哈尔滨一日游攻略,冬季/夏季,红专街早市→圣索菲亚教堂→道里菜市场→中央大街→马迭尔→老厨家→松花江→防洪纪念塔→中华巴洛克,802,68d285a0000000000e030e60
小红书,淡季的哈尔滨丽思真的人间理想（附逛吃攻略）,冬季,冰雪大世界→老厨家→中央大街→秋林公司→圣索菲亚教堂→圣阿列克谢耶夫教堂→哈尔滨天主教堂→圣伊维尔教堂→中华巴洛克→黑龙江省博物馆→松花江→松花江大桥→哈尔滨站→哈尔滨西站,780,69e32b5300000000230048fb
小红书,📍哈尔滨 | 果戈里大街懒人版citywalk,四季皆宜,果戈里大街→圣阿列克谢耶夫教堂→秋林公司→远大购物中心→中华巴洛克,772,689b0380000000001c007e13
小红书,哈尔滨｜City walk 路线解锁,冬季,红专街早市→圣阿列克谢耶夫教堂→果戈里大街→黑龙江省博物馆→圣伊维尔教堂→哈尔滨站→松花江大桥→松花江,585,67f04f30000000000b02dcf2
小红书,day2哈尔滨自驾 731 哈工大,四季皆宜,731遗址→防洪纪念塔→中央大街→圣索菲亚教堂,538,68af0ba1000000001d022dbf
小红书,哈尔滨本地大学生带你玩转五一！,春季,中央大街→松花江→松花江大桥,536,67f4c286000000001c0342d8
小红书,哈尔滨你真的不缺好看的建筑…,冬季/夏季,圣伊维尔教堂→哈尔滨站→哈尔滨天主教堂→果戈里大街→秋林公司→中华巴洛克→道里菜市场→圣索菲亚教堂→中央大街→斯大林公园→松花江→松花江大桥,533,68a51907000000001d01f7e2
小红书,⛄️北国风光❆ ｜哈尔滨特种兵一日游路线,冬季,冰雪大世界→道里菜市场→中央大街→马迭尔→松花江→松花江大桥→中华巴洛克,530,69a82592000000001b01d873
小红书,哈尔滨4天3晚全攻略！人均不到💰2k！！！,冬季,圣索菲亚教堂→中央大街→秋林公司→道里菜市场→松花江→松花江大桥→冰雪大世界→果戈里大街→龙塔→黑龙江省博物馆→东北虎林园→老厨家,534,6938127f000000001e030422
小红书,五一反向游｜淡季的哈尔滨才是真好玩,冬季/春季/秋季,中央大街→圣索菲亚教堂→黑龙江省博物馆→太阳岛→马迭尔→秋林公司→中华巴洛克→哈尔滨极地馆→波塞冬海洋王国,525,69c7dbae000000002200e273
小红书,哈尔滨人文三日游！一天一主题三天不重样！,冬季/秋季,松花江→黑龙江省博物馆→圣索菲亚教堂→中央大街→马迭尔→斯大林公园→松花江大桥→中华巴洛克→圣伊维尔教堂→哈尔滨站→圣阿列克谢耶夫教堂→哈尔滨文庙→哈尔滨极乐寺→冰雪大世界→东北虎林园→太阳岛→哈尔滨太平国际机场→哈尔滨西站,491,68da7c67000000001301ffbb
小红书,哈尔滨旅游攻略📍哈尔滨旅行·线路图手绘❗️,冬季,圣索菲亚教堂→中央大街→红专街早市→亚布力滑雪场→雪乡→冰雪大世界→道里菜市场→松花江→松花江大桥→中华巴洛克→果戈里大街→龙塔→师大夜市→731遗址→东北虎林园→太阳岛→防洪纪念塔→伏尔加庄园→哈尔滨大剧院→兆麟公园→哈尔滨极地馆→香炉山→黑龙江省博物馆→松花江铁路桥→马迭尔→哈尔滨太平国际机场→哈尔滨站,452,675415da000000000103c1d2
小红书,别只去索菲亚🕌哈尔滨最被低估的百年老街,四季皆宜,果戈里大街→秋林公司→圣阿列克谢耶夫教堂→中华巴洛克→黑龙江省博物馆,440,6979732e000000001a024a6e
小红书,哈尔滨💥旅游攻略👉5天4晚不回头路线,冬季,冰灯游园会→雪乡→亚布力滑雪场→中央大街→马迭尔→圣索菲亚教堂→防洪纪念塔→斯大林公园→松花江铁路桥→冰雪大世界,406,69382308000000001e00bbe5
小红书,哈尔滨的最美机位,冬季/秋季,松花江→松花江大桥→圣索菲亚教堂→道里菜市场,393,673857080000000019014e1d
小红书,避开人群|五一来哈尔滨码住这18个机位❗,冬季/春季,松花江大桥→太阳岛→龙塔→哈尔滨文庙→黑龙江省博物馆→哈尔滨大剧院→圣索菲亚教堂→中央大街→防洪纪念塔→松花江铁路桥→中华巴洛克→731遗址→东北虎林园,386,69edd6b300000000360334e3
小红书,来哈尔滨📍请收藏这条本地人常走的龙脉路线,冬季,中央大街→中华巴洛克→哈尔滨极乐寺→秋林公司→黑龙江省博物馆,380,692a6529000000001e013265
小红书,五一哈尔滨保姆级攻略❗️能帮一个是☝️个,春季,中央大街→圣索菲亚教堂→松花江铁路桥→波塞冬海洋王国→哈尔滨大剧院→中华巴洛克→松花江,378,69edd2c3000000003502b25d
小红书,哈尔滨街头拍出了电影感🎬（附路线,四季皆宜,圣索菲亚教堂→果戈里大街→圣阿列克谢耶夫教堂→秋林公司,365,694a95aa000000001f00b61d
小红书,避开人群|五一来哈尔滨码住这18个机位❗,冬季/春季,松花江大桥→太阳岛→龙塔→哈尔滨文庙→黑龙江省博物馆→哈尔滨大剧院→圣索菲亚教堂→中央大街→防洪纪念塔→松花江铁路桥→中华巴洛克→731遗址→东北虎林园,386,69edd6b300000000360334e3
小红书,来哈尔滨📍请收藏这条本地人常走的龙脉路线,冬季,中央大街→中华巴洛克→哈尔滨极乐寺→秋林公司→黑龙江省博物馆,380,692a6529000000001e013265
小红书,五一哈尔滨保姆级攻略❗️能帮一个是☝️个,春季,中央大街→圣索菲亚教堂→松花江铁路桥→波塞冬海洋王国→哈尔滨大剧院→中华巴洛克→松花江,378,69edd2c3000000003502b25d
小红书,哈尔滨街头拍出了电影感🎬（附路线,四季皆宜,圣索菲亚教堂→果戈里大街→圣阿列克谢耶夫教堂→秋林公司,365,694a95aa000000001f00b61d
小红书,哈尔滨其实很适合Cityeat…,四季皆宜,黑龙江省博物馆→尼古拉教堂→哈尔滨站→中央大街→远大购物中心→秋林公司→果戈里大街→圣阿列克谢耶夫教堂→哈尔滨天主教堂,364,69ed78fc0000000023007911
小红书,五一出游|想跟你交给换一张哈尔滨的春天,春季,哈尔滨森林植物园→太阳岛→黑龙江省博物馆→老道外→兆麟公园,353,69f2c3d00000000022024d17
小红书,4-6小时，哈尔滨道里区景点不绕路路线,冬季,圣索菲亚教堂→道里菜市场→中央大街→防洪纪念塔→松花江→松花江铁路桥→兆麟公园→马迭尔,339,69919607000000000e03f98d
小红书,【哈尔滨】旅游攻略｜三日半行程（附地图🗺️）,四季皆宜,松花江→太阳岛→中央大街→防洪纪念塔,330,696f1be2000000001a02ac01
小红书,哈尔滨3日游攻略！附哈尔滨冬季旅游景点地图,冬季,东北虎林园→哈尔滨大剧院→冰雪大世界→中央大街→防洪纪念塔→松花江→黑龙江省博物馆→圣索菲亚教堂→哈尔滨国际会展体育中心→哈尔滨站,327,69509b26000000001e02e827
小红书,哈尔滨中央大街一日citywalk‼️（不绕路,冬季/春季,中央大街→黑龙江省博物馆→哈尔滨音乐厅→秋林公司→防洪纪念塔→马迭尔,288,6989a182000000000a03006d
小红书,五一你要来哈尔滨吗,春季,圣索菲亚教堂→中央大街→松花江→老道外→中华巴洛克→太阳岛→果戈里大街→伏尔加庄园,231,69ef1d34000000001b023cef
小红书,哈尔滨一天四处打卡,冬季,中央大街→圣索菲亚教堂→马迭尔→中华巴洛克→防洪纪念塔→松花江,222,6995c219000000000a02ecc4
小红书,哈尔滨+横道六天五夜攻略｜一篇看完抵一百篇,冬季,圣索菲亚教堂→道里菜市场→中央大街→马迭尔→松花江→松花江铁路桥→伏尔加庄园→哈尔滨站→防洪纪念塔→731遗址→果戈里大街→秋林公司→远大购物中心→冰雪大世界,217,69699b74000000002103d2c6
小红书,5天哈尔滨行程景点简评,冬季,圣索菲亚教堂→中央大街→松花江→黑龙江省博物馆→雪乡→亚布力滑雪场→东北虎林园→兆麟公园→冰雪大世界,219,6971e5c5000000000903b227
小红书,哈尔滨丨没有谁会不为这座城市感到震撼吧,冬季,老道外→中华巴洛克→果戈里大街→圣索菲亚教堂→防洪纪念塔→松花江→中央大街→冰雪大世界→冰灯游园会→马迭尔→松花江大桥,212,698f3434000000001a02b39f
小红书,五一带娃冲哈尔滨📷懒人/深度一篇讲清楚,春季,太阳岛→中央大街→黑龙江省博物馆→中华巴洛克→哈尔滨极地馆→波塞冬海洋王国,198,69ddcab1000000001d01e7db
小红书,哈尔滨的早春的city walk,夏季/秋季,太阳岛→中华巴洛克→哈尔滨大剧院→松花江湿地,196,67f7cf24000000001b026eef
小红书,太阳岛一日攻略,四季皆宜,太阳岛→防洪纪念塔,193,69d83ae9000000002102d27b
小红书,哈尔滨一日景点不绕路p人可照搬自用行程,冬季,圣索菲亚教堂→中央大街→松花江→松花江大桥→太阳岛→冰雪大世界,189,69325740000000000d00d844
小红书,Vlog⛄️南方人在哈尔滨的快乐旅行日记❄️,冬季,松花江→中央大街→太阳岛→松花江大桥→冰雪大世界→圣索菲亚教堂→老厨家,180,696383b1000000002103e73d
小红书,尔滨会惩罚每个不做攻略的人❗️本地土著推荐,冬季,冰雪大世界→松花江→中央大街→兆麟公园→黑龙江省博物馆→哈尔滨极地馆→太阳岛→老厨家→马迭尔→道里菜市场→师大夜市→秋林公司→圣索菲亚教堂→防洪纪念塔→松花江铁路桥→雪博会→中华巴洛克→伏尔加庄园,173,69414f23000000001f006dfa
小红书,来哈尔滨了，跟欧洲似的！（一日游攻略）,冬季,中央大街→道里菜市场→圣索菲亚教堂→马迭尔→松花江→松花江大桥→松花江铁路桥,174,6710e7b700000000210045b4
小红书,哈尔滨本地人整理🔥4天3晚旅游攻略,夏季/秋季,圣索菲亚教堂→中央大街→松花江铁路桥→太阳岛→红专街早市→东北虎林园→哈尔滨大剧院→中华巴洛克→731遗址→秋林公司→哈尔滨极地馆,169,689573c80000000025013d8c
小红书,第一次来哈尔滨❗️可直接复制这条2日游路线,冬季,冰雪大世界→太阳岛→哈尔滨极地馆→哈尔滨天主教堂→圣伊维尔教堂→圣索菲亚教堂→中央大街→哈尔滨站→中华巴洛克,168,69265c7e000000001b02250c
小红书,一张图秒懂哈尔滨 ❗️| 五一howto反向旅游,夏季/春季,圣索菲亚教堂→中央大街→马迭尔→防洪纪念塔→太阳岛→中华巴洛克→松花江→哈尔滨极地馆→波塞冬海洋王国→道里菜市场→红专街早市,163,69f1783c0000000035028b9d
小红书,哈尔滨📍本地人都夸会玩的3天2晚路线🗺,冬季,道里菜市场→黑龙江省博物馆→秋林公司→圣阿列克谢耶夫教堂→太阳岛→东北虎林园→冰雪大世界→马迭尔→松花江→果戈里大街→伏尔加庄园→冰灯游园会→圣索菲亚教堂→中央大街,162,699a6b3d000000001a01cabd
小红书,我在哈尔滨这疙瘩贼想你‼️citywalk机位合集,冬季,中央大街→马迭尔→中华巴洛克→松花江大桥,157,694f4bda000000001e026a87
小红书,"哈尔滨这条线2H逛完‼️轻松不费腿✨
来哈尔滨别再瞎跑啦
这条江上城堡+缆车路线
省时又出片，懒人直接抄作业👇
🚠 全程路线｜不绕路版
江南江上城堡 → 缆车过江 → 江北巧克力城堡 → 缆车返回
轻轻松松2小时搞定，拍照散步刚刚好～
🏰 江上城堡（30min）
直接冲3楼魔幻森林➕8楼观景台
江景、城堡顶、氛围感走廊
随手拍都是童话感大片📸
🌉 往返缆车（25min左右）
单程十几分钟
在缆车里看松花江全景
视野绝了，全程都在拍！
🍫 巧克力城堡
4楼巧克玩家超好拍
少女心直接拉满💘
⏱️ 总时长
慢慢",春季,松花江→中央大街,149,69c69874000000001e00dd34
小红书,哈尔滨五一3天2晚｜住宋式酒店躺赢攻略,春季,中央大街→圣索菲亚教堂→黑龙江省博物馆→红专街早市→老厨家→马迭尔→防洪纪念塔→松花江→中华巴洛克→松花江铁路桥→太阳岛→兆麟公园→老道外,130,69e44265000000001a02a60c
小红书,哈尔滨五一：solotrip三天路线攻略🧵,春季,波塞冬海洋王国→哈尔滨大剧院→松花江→伏尔加庄园→中央大街→圣索菲亚教堂→防洪纪念塔→红专街早市→731遗址→中华巴洛克,124,69ee1ac6000000003701ea82
小红书,关于我研究出来的哈尔滨citywalk路线（上）,四季皆宜,哈尔滨极乐寺→哈尔滨文庙→黑龙江省博物馆→圣阿列克谢耶夫教堂→圣索菲亚教堂→哈尔滨天主教堂→果戈里大街,118,688e3fee00000000230212f5
小红书,哈尔滨人的浪漫——松花江畔Citywalk路线 🌅,秋季,松花江→防洪纪念塔→斯大林公园→松花江铁路桥,111,68d28ef4000000001202c195
小红书,哈尔滨硬核旅游攻略来了｜快来抄作业～,冬季/夏季/秋季,红专街早市→道里菜市场→中央大街→老道外→哈尔滨极地馆→冰雪大世界→雪博会→太阳岛→731遗址,109,69412657000000001e012b70
小红书,被J 人做的哈尔滨攻略震惊到🤯。。太省事了,冬季,道里菜市场→圣索菲亚教堂→中央大街→松花江→松花江铁路桥→中华巴洛克→红专街早市→哈尔滨音乐厅→太阳岛→雪博会→哈尔滨大剧院→东北虎林园→热雪奇迹→冰雪大世界→731遗址→秋林公司→果戈里大街→兆麟公园→冰灯游园会,1.2万,677bc9a800000000180109dd
小红书,为了这几张照片，我又特意飞哈尔滨了！,冬季,冰雪大世界→伏尔加庄园→尼古拉教堂→冰灯游园会→中央大街→圣索菲亚教堂→老道外→中华巴洛克,8114,694f3fe0000000001e00807e
小红书,哈尔滨Day1 Plog⛄️热门景点一口气拿下,四季皆宜,中央大街→松花江→松花江大桥→中华巴洛克→圣索菲亚教堂,2597,697e4d2c000000000a032567
小红书,哈尔滨主要景点旅行攻略地图,四季皆宜,黑龙江省博物馆→哈尔滨站→圣伊维尔教堂→中华巴洛克→圣索菲亚教堂→哈尔滨音乐厅→防洪纪念塔→松花江→松花江大桥,2461,68fcf29e0000000003038b5e
小红书,五一去哈尔滨一定要看！吐血整理4天3夜行程,春季,圣索菲亚教堂→中央大街→防洪纪念塔→松花江→松花江铁路桥→黑龙江省博物馆→中华巴洛克→太阳岛→哈尔滨极地馆→关东古巷→龙塔→波塞冬海洋王国,1958,680da79c000000001c00b8f8
小红书,哈尔滨一日游,四季皆宜,圣索菲亚教堂→中央大街→防洪纪念塔→松花江→松花江铁路桥,1894,67681517000000000902f741
小红书,哈尔滨土著6h做的冬季3日游靠谱逛吃攻略！！,冬季,中央大街→松花江→松花江铁路桥→兆麟公园→冰灯游园会→黑龙江省博物馆→冰雪大世界→中华巴洛克→龙塔→老道外→圣索菲亚教堂,1620,6967354e000000001a02db15
小红书,🌟哈尔滨3日慢游记（附路线攻略）,秋季,中央大街→道里菜市场→防洪纪念塔→松花江→斯大林公园→松花江大桥→马迭尔→圣索菲亚教堂→中华巴洛克→太阳岛→秋林公司→黑龙江省博物馆,1553,68b6ed46000000001d0113f6
小红书,哈尔滨小众city walk，假期几乎无人（附路线）,春季,黑龙江省博物馆→果戈里大街,1549,66361384000000001e036879
小红书,高精力友好旅行｜哈尔滨春日citywalk路线,春季,松花江→松花江大桥→防洪纪念塔→松花江铁路桥,1352,69d8e782000000001a030589
小红书,夏天的哈尔滨，真的太像欧洲了💒,冬季/夏季,冰雪大世界→伏尔加庄园→中央大街→中华巴洛克→果戈里大街→哈尔滨站→圣索菲亚教堂→圣阿列克谢耶夫教堂→松花江,1256,68825e45000000001c03033d
小红书,哈尔滨citywalk小众路线半天✅10大免费景点,四季皆宜,圣伊维尔教堂→黑龙江省博物馆→中华巴洛克→松花江→哈尔滨文庙→老道外,1011,6651b08a000000000c019e53
小红书,哈尔滨citywalk 一日游路线推荐‼️,四季皆宜,圣索菲亚教堂→中华巴洛克→红专街早市→中央大街,967,668e16fe0000000025014282
小红书,⛪️哈尔滨的半staycation（附攻略,四季皆宜,中央大街→马迭尔→松花江→松花江大桥→师大夜市→圣索菲亚教堂,859,68b56b59000000001d0170f9
